oven_id,day,date,oven_age_years,days_since_service,temp_mean_c,temp_max_c,door_cycles,humidity_pct,fault_next_24h,repair_minutes,fault_code
O-03,91,2026-05-31,6.5,13,212.8,216.0,67,34.6,0,0,
O-04,91,2026-05-31,8.0,3,207.3,210.6,57,44.4,0,0,
O-05,91,2026-05-31,3.0,3,199.1,203.5,63,37.4,0,0,
O-06,91,2026-05-31,9.5,2,215.0,221.0,47,40.2,0,0,
O-07,91,2026-05-31,5.5,3,203.8,206.9,68,37.2,0,0,
O-08,91,2026-05-31,11.0,2,215.8,217.5,58,37.4,0,0,
O-01,92,2026-06-01,2.5,22,204.8,206.6,53,39.4,0,0,
O-02,92,2026-06-01,4.0,10,206.7,209.3,49,36.9,0,0,
O-03,92,2026-06-01,6.5,14,211.5,213.1,50,43.5,0,0,
O-04,92,2026-06-01,8.0,4,213.3,215.9,44,41.3,0,0,
O-05,92,2026-06-01,3.0,4,198.7,203.7,68,36.9,0,0,
O-06,92,2026-06-01,9.5,3,215.6,218.6,72,36.4,0,0,
O-07,92,2026-06-01,5.5,4,203.4,207.2,58,38.0,0,0,
O-08,92,2026-06-01,11.0,3,214.6,221.0,73,35.3,0,0,
O-01,93,2026-06-02,2.5,23,207.7,211.4,57,39.6,0,0,
O-02,93,2026-06-02,4.0,11,204.9,210.8,47,37.7,0,0,
O-03,93,2026-06-02,6.5,15,210.1,212.8,26,37.0,0,0,
O-04,93,2026-06-02,8.0,5,207.1,207.3,82,38.9,0,0,
O-05,93,2026-06-02,3.0,5,202.4,206.2,52,35.4,0,0,
O-06,93,2026-06-02,9.5,4,213.9,216.1,64,39.9,0,0,
O-07,93,2026-06-02,5.5,5,205.2,213.7,42,43.4,0,0,
O-08,93,2026-06-02,11.0,4,215.8,223.1,55,37.2,0,0,
O-01,94,2026-06-03,2.5,24,207.6,207.9,67,40.2,0,0,
O-02,94,2026-06-03,4.0,12,206.7,207.8,75,40.5,0,0,
O-03,94,2026-06-03,6.5,16,212.1,212.6,57,36.8,0,0,
O-04,94,2026-06-03,8.0,6,212.9,218.0,58,32.3,0,0,
O-05,94,2026-06-03,3.0,6,199.3,206.6,74,45.7,0,0,
O-06,94,2026-06-03,9.5,5,214.4,227.2,68,37.6,0,0,
O-07,94,2026-06-03,5.5,6,205.2,210.0,68,40.4,0,0,
O-08,94,2026-06-03,11.0,5,214.3,220.7,58,38.0,0,0,
O-01,95,2026-06-04,2.5,25,207.9,213.0,54,37.7,0,0,
O-02,95,2026-06-04,4.0,13,205.2,209.2,37,42.0,0,0,
O-03,95,2026-06-04,6.5,17,212.9,217.9,65,42.0,0,0,
O-04,95,2026-06-04,8.0,7,210.4,216.2,55,43.1,0,0,
O-05,95,2026-06-04,3.0,7,199.7,201.5,45,36.5,0,0,
O-06,95,2026-06-04,9.5,6,218.7,230.0,61,35.3,1,139,F-CTRL
O-07,95,2026-06-04,5.5,7,203.7,207.9,74,37.3,0,0,
O-08,95,2026-06-04,11.0,6,213.8,216.2,65,34.6,0,0,
O-01,96,2026-06-05,2.5,26,207.8,215.4,87,38.6,0,0,
O-02,96,2026-06-05,4.0,14,206.9,209.3,33,37.7,0,0,
O-03,96,2026-06-05,6.5,18,213.0,216.9,91,36.7,0,0,
O-04,96,2026-06-05,8.0,8,207.5,212.7,48,43.5,0,0,
O-05,96,2026-06-05,3.0,8,202.2,209.5,55,41.2,0,0,
O-06,96,2026-06-05,9.5,0,214.7,214.9,49,38.1,0,0,
O-07,96,2026-06-05,5.5,8,208.5,212.6,51,36.3,0,0,
O-08,96,2026-06-05,11.0,7,218.3,224.8,50,38.3,0,0,
O-01,97,2026-06-06,2.5,27,210.3,217.6,68,43.6,0,0,
O-02,97,2026-06-06,4.0,15,205.6,208.1,69,39.5,0,0,
O-03,97,2026-06-06,6.5,19,212.8,215.1,63,36.9,0,0,
O-04,97,2026-06-06,8.0,9,211.3,212.7,45,40.5,0,0,
O-05,97,2026-06-06,3.0,9,200.1,205.5,71,37.6,0,0,
O-06,97,2026-06-06,9.5,1,214.5,222.3,44,36.2,0,0,
O-07,97,2026-06-06,5.5,9,205.2,207.1,18,34.7,0,0,
O-08,97,2026-06-06,11.0,8,215.4,219.5,62,38.3,0,0,
O-01,98,2026-06-07,2.5,28,205.7,207.2,57,36.2,0,0,
O-02,98,2026-06-07,4.0,16,206.9,216.1,49,36.8,0,0,
O-03,98,2026-06-07,6.5,20,212.6,218.3,83,34.4,0,0,
O-04,98,2026-06-07,8.0,10,208.2,208.9,43,38.8,0,0,
O-05,98,2026-06-07,3.0,10,203.9,212.4,27,37.3,0,0,
O-06,98,2026-06-07,9.5,2,215.8,218.8,40,35.9,0,0,
O-07,98,2026-06-07,5.5,10,209.5,214.5,35,35.7,0,0,
O-08,98,2026-06-07,11.0,9,215.7,223.2,48,35.9,0,0,
O-01,99,2026-06-08,2.5,29,206.3,207.8,42,39.0,0,0,
O-02,99,2026-06-08,4.0,17,206.8,207.9,67,37.4,0,0,
O-03,99,2026-06-08,6.5,21,213.1,217.0,58,44.1,0,0,
O-04,99,2026-06-08,8.0,11,213.2,214.9,23,39.6,0,0,
O-05,99,2026-06-08,3.0,11,201.5,205.6,63,36.0,0,0,
O-06,99,2026-06-08,9.5,3,214.4,219.7,84,37.0,0,0,
O-07,99,2026-06-08,5.5,11,205.0,210.1,66,35.1,0,0,
O-08,99,2026-06-08,11.0,10,217.4,217.8,70,39.2,0,0,
O-01,100,2026-06-09,2.5,30,205.8,210.6,57,38.8,0,0,
O-02,100,2026-06-09,4.0,18,206.0,212.6,32,33.9,0,0,
O-03,100,2026-06-09,6.5,22,211.5,212.6,65,40.0,0,0,
O-04,100,2026-06-09,8.0,12,213.0,216.1,84,36.9,1,141,F-HEAT
O-05,100,2026-06-09,3.0,12,204.5,207.7,53,41.0,0,0,
O-06,100,2026-06-09,9.5,4,213.7,218.3,39,31.8,0,0,
O-07,100,2026-06-09,5.5,12,205.4,212.0,66,39.6,0,0,
O-08,100,2026-06-09,11.0,11,220.5,222.5,68,39.0,0,0,
O-01,101,2026-06-10,2.5,31,208.0,212.4,61,40.1,0,0,
O-02,101,2026-06-10,4.0,19,206.6,215.8,79,40.7,1,59,F-DOOR
O-03,101,2026-06-10,6.5,23,208.8,211.4,45,42.9,0,0,
O-04,101,2026-06-10,8.0,0,211.9,217.5,37,44.4,0,0,
O-05,101,2026-06-10,3.0,13,201.2,206.6,48,43.3,0,0,
O-06,101,2026-06-10,9.5,5,217.1,219.8,54,41.5,0,0,
O-07,101,2026-06-10,5.5,13,204.1,207.7,58,37.1,0,0,
O-08,101,2026-06-10,11.0,12,217.6,222.9,53,36.2,0,0,
O-01,102,2026-06-11,2.5,32,211.2,214.0,37,38.0,0,0,
O-02,102,2026-06-11,4.0,0,206.6,208.0,46,36.9,0,0,
O-03,102,2026-06-11,6.5,24,208.2,209.4,64,37.3,0,0,
O-04,102,2026-06-11,8.0,1,212.7,216.6,53,39.3,0,0,
O-05,102,2026-06-11,3.0,14,201.0,207.3,57,45.7,0,0,
O-06,102,2026-06-11,9.5,6,216.3,219.8,51,38.0,0,0,
O-07,102,2026-06-11,5.5,14,205.3,206.5,80,37.0,0,0,
O-08,102,2026-06-11,11.0,13,216.0,220.2,59,35.0,0,0,
O-01,103,2026-06-12,2.5,33,205.0,212.4,45,37.3,0,0,
O-02,103,2026-06-12,4.0,1,204.0,205.3,40,36.5,0,0,
O-03,103,2026-06-12,6.5,25,213.6,219.2,39,40.6,1,167,F-CTRL
O-04,103,2026-06-12,8.0,2,210.6,210.8,51,40.6,0,0,
O-05,103,2026-06-12,3.0,15,200.2,207.1,60,41.5,0,0,
O-06,103,2026-06-12,9.5,7,217.3,220.4,71,43.8,0,0,
O-07,103,2026-06-12,5.5,15,205.8,206.2,65,39.8,0,0,
O-08,103,2026-06-12,11.0,14,218.9,221.6,74,33.8,0,0,
O-01,104,2026-06-13,2.5,34,207.5,212.0,60,33.9,0,0,
O-02,104,2026-06-13,4.0,2,205.4,207.4,66,33.2,0,0,
O-03,104,2026-06-13,6.5,0,210.2,213.5,61,39.6,0,0,
O-04,104,2026-06-13,8.0,3,207.2,212.2,47,38.5,0,0,
O-05,104,2026-06-13,3.0,16,202.4,205.8,51,37.7,0,0,
O-06,104,2026-06-13,9.5,8,214.7,222.8,71,46.7,1,62,F-HEAT
O-07,104,2026-06-13,5.5,16,206.0,212.1,48,39.0,0,0,
O-08,104,2026-06-13,11.0,15,214.1,214.9,53,35.1,0,0,
O-01,105,2026-06-14,2.5,35,208.7,210.3,57,40.1,1,107,F-CTRL
O-02,105,2026-06-14,4.0,3,205.0,208.5,95,39.3,0,0,
O-03,105,2026-06-14,6.5,1,208.9,211.6,51,39.2,0,0,
O-04,105,2026-06-14,8.0,4,210.9,212.9,80,38.9,0,0,
O-05,105,2026-06-14,3.0,17,200.4,203.9,47,39.3,0,0,
O-06,105,2026-06-14,9.5,0,216.4,219.1,58,41.1,0,0,
O-07,105,2026-06-14,5.5,17,206.8,210.4,86,40.3,0,0,
O-08,105,2026-06-14,11.0,16,215.9,222.3,91,41.0,0,0,
O-01,106,2026-06-15,2.5,0,206.7,212.8,79,41.2,0,0,
O-02,106,2026-06-15,4.0,4,204.7,211.9,58,41.3,0,0,
O-03,106,2026-06-15,6.5,2,209.2,209.9,72,37.5,0,0,
O-04,106,2026-06-15,8.0,5,209.9,214.4,46,42.4,0,0,
O-05,106,2026-06-15,3.0,18,200.5,206.9,36,38.7,0,0,
O-06,106,2026-06-15,9.5,1,213.7,219.7,85,41.1,0,0,
O-07,106,2026-06-15,5.5,18,208.8,216.1,44,42.4,0,0,
O-08,106,2026-06-15,11.0,17,217.0,221.1,33,38.1,0,0,
O-01,107,2026-06-16,2.5,1,205.1,210.9,36,42.0,0,0,
O-02,107,2026-06-16,4.0,5,203.1,210.0,72,40.0,0,0,
O-03,107,2026-06-16,6.5,3,213.1,220.0,65,34.2,0,0,
O-04,107,2026-06-16,8.0,6,217.6,229.4,65,44.1,1,54,F-DOOR
O-05,107,2026-06-16,3.0,19,204.2,204.2,69,37.1,0,0,
O-06,107,2026-06-16,9.5,2,216.4,216.7,80,42.9,0,0,
O-07,107,2026-06-16,5.5,19,207.5,216.1,77,39.6,0,0,
O-08,107,2026-06-16,11.0,18,219.4,232.0,44,42.6,1,183,F-DOOR
O-01,108,2026-06-17,2.5,2,202.9,211.0,42,41.1,0,0,
O-02,108,2026-06-17,4.0,6,206.3,210.0,51,38.6,0,0,
O-03,108,2026-06-17,6.5,4,213.5,217.1,26,39.4,0,0,
O-04,108,2026-06-17,8.0,0,214.6,220.9,42,41.2,0,0,
O-05,108,2026-06-17,3.0,20,201.7,206.7,56,39.3,0,0,
O-06,108,2026-06-17,9.5,3,217.5,218.8,66,35.3,0,0,
O-07,108,2026-06-17,5.5,20,209.6,216.6,76,38.3,0,0,
O-08,108,2026-06-17,11.0,0,213.9,219.1,32,41.0,0,0,
O-01,109,2026-06-18,2.5,3,203.6,210.8,42,38.5,0,0,
O-02,109,2026-06-18,4.0,7,207.0,210.3,66,40.2,0,0,
O-03,109,2026-06-18,6.5,5,209.5,211.6,79,37.4,0,0,
O-04,109,2026-06-18,8.0,1,207.6,211.9,47,42.9,0,0,
O-05,109,2026-06-18,3.0,21,201.5,204.3,43,45.4,0,0,
O-06,109,2026-06-18,9.5,4,212.4,216.3,71,39.3,0,0,
O-07,109,2026-06-18,5.5,21,204.5,212.3,67,37.5,0,0,
O-08,109,2026-06-18,11.0,1,215.4,221.2,60,40.7,0,0,
O-01,110,2026-06-19,2.5,4,202.9,203.3,39,42.5,0,0,
O-02,110,2026-06-19,4.0,8,207.1,211.5,66,35.8,0,0,
O-03,110,2026-06-19,6.5,6,208.1,212.4,83,41.7,0,0,
O-04,110,2026-06-19,8.0,2,209.6,212.4,61,37.5,0,0,
O-05,110,2026-06-19,3.0,22,202.9,210.8,67,40.1,0,0,
O-06,110,2026-06-19,9.5,5,215.6,221.9,51,38.1,0,0,
O-07,110,2026-06-19,5.5,22,209.1,213.0,48,40.2,0,0,
O-08,110,2026-06-19,11.0,2,211.6,212.8,49,47.9,0,0,
O-01,111,2026-06-20,2.5,5,205.2,212.2,50,40.6,0,0,
O-02,111,2026-06-20,4.0,9,205.5,212.3,34,43.9,0,0,
O-03,111,2026-06-20,6.5,7,210.4,213.7,53,40.0,0,0,
O-04,111,2026-06-20,8.0,3,207.6,217.6,63,41.0,0,0,
O-05,111,2026-06-20,3.0,23,202.8,208.9,65,46.3,0,0,
O-06,111,2026-06-20,9.5,6,217.6,221.2,68,38.2,0,0,
O-07,111,2026-06-20,5.5,23,207.0,207.6,66,39.3,0,0,
O-08,111,2026-06-20,11.0,3,212.8,215.1,74,42.1,0,0,
O-01,112,2026-06-21,2.5,6,206.7,217.2,44,42.8,0,0,
O-02,112,2026-06-21,4.0,10,205.1,211.9,59,41.6,0,0,
O-03,112,2026-06-21,6.5,8,211.4,212.0,50,39.3,0,0,
O-04,112,2026-06-21,8.0,4,212.7,215.7,66,46.7,0,0,
O-05,112,2026-06-21,3.0,24,201.3,203.3,47,39.0,0,0,
O-06,112,2026-06-21,9.5,7,215.8,222.9,42,44.9,0,0,
O-07,112,2026-06-21,5.5,24,210.1,224.7,54,42.6,1,97,F-DOOR
O-08,112,2026-06-21,11.0,4,213.6,217.6,73,38.0,0,0,
O-01,113,2026-06-22,2.5,7,206.3,206.5,48,45.0,0,0,
O-02,113,2026-06-22,4.0,11,206.9,211.1,69,42.5,0,0,
O-03,113,2026-06-22,6.5,9,210.5,215.5,51,43.4,0,0,
O-04,113,2026-06-22,8.0,5,212.5,213.5,51,43.8,0,0,
O-05,113,2026-06-22,3.0,25,201.6,208.3,67,44.7,0,0,
O-06,113,2026-06-22,9.5,8,215.3,218.6,31,40.2,0,0,
O-07,113,2026-06-22,5.5,0,205.7,210.0,39,45.2,0,0,
O-08,113,2026-06-22,11.0,5,215.8,222.1,69,39.3,0,0,
O-01,114,2026-06-23,2.5,8,202.7,203.7,52,40.7,0,0,
O-02,114,2026-06-23,4.0,12,207.6,212.5,32,38.1,0,0,
O-03,114,2026-06-23,6.5,10,210.2,218.8,70,41.4,0,0,
O-04,114,2026-06-23,8.0,6,214.3,216.6,62,47.4,0,0,
O-05,114,2026-06-23,3.0,26,199.9,203.0,48,46.2,0,0,
O-06,114,2026-06-23,9.5,9,213.3,216.5,49,37.6,0,0,
O-07,114,2026-06-23,5.5,1,208.4,214.0,80,41.0,0,0,
O-08,114,2026-06-23,11.0,6,213.3,220.3,73,44.6,0,0,
O-01,115,2026-06-24,2.5,9,202.5,204.2,57,43.6,0,0,
O-02,115,2026-06-24,4.0,13,206.3,207.3,76,47.1,0,0,
O-03,115,2026-06-24,6.5,11,209.7,218.5,71,43.1,0,0,
O-04,115,2026-06-24,8.0,7,210.8,218.3,55,42.9,0,0,
O-05,115,2026-06-24,3.0,27,205.1,206.6,55,43.4,0,0,
O-06,115,2026-06-24,9.5,10,216.5,221.0,60,39.8,0,0,
O-07,115,2026-06-24,5.5,2,206.7,211.6,48,41.0,0,0,
O-08,115,2026-06-24,11.0,7,215.2,221.5,56,39.1,0,0,
O-01,116,2026-06-25,2.5,10,207.0,215.6,45,40.0,0,0,
O-02,116,2026-06-25,4.0,14,207.8,208.3,76,41.6,0,0,
O-03,116,2026-06-25,6.5,12,211.4,215.8,35,43.3,0,0,
O-04,116,2026-06-25,8.0,8,207.3,211.2,32,42.7,0,0,
O-05,116,2026-06-25,3.0,28,201.5,205.4,64,43.4,0,0,
O-06,116,2026-06-25,9.5,11,219.7,225.9,89,41.4,0,0,
O-07,116,2026-06-25,5.5,3,206.9,211.4,65,43.6,0,0,
O-08,116,2026-06-25,11.0,8,215.7,219.0,49,43.7,0,0,
O-01,117,2026-06-26,2.5,11,203.7,209.0,84,39.6,0,0,
O-02,117,2026-06-26,4.0,15,207.4,215.7,70,39.3,0,0,
O-03,117,2026-06-26,6.5,13,212.7,213.1,62,40.0,0,0,
O-04,117,2026-06-26,8.0,9,210.6,215.5,40,44.4,0,0,
O-05,117,2026-06-26,3.0,29,200.2,204.9,51,48.1,0,0,
O-06,117,2026-06-26,9.5,12,216.3,223.0,54,43.6,0,0,
O-07,117,2026-06-26,5.5,4,202.8,203.7,62,46.2,0,0,
O-08,117,2026-06-26,11.0,9,216.5,219.9,55,35.7,0,0,
O-01,118,2026-06-27,2.5,12,207.1,209.9,60,41.1,0,0,
O-02,118,2026-06-27,4.0,16,209.2,212.9,61,44.3,0,0,
O-03,118,2026-06-27,6.5,14,212.5,213.3,56,41.2,0,0,
O-04,118,2026-06-27,8.0,10,208.2,216.4,40,40.5,0,0,
O-05,118,2026-06-27,3.0,30,202.7,206.7,57,45.7,0,0,
O-06,118,2026-06-27,9.5,13,219.1,224.6,59,42.3,1,217,F-HEAT
O-07,118,2026-06-27,5.5,5,205.3,205.4,56,50.2,0,0,
O-08,118,2026-06-27,11.0,10,215.4,218.2,60,41.3,0,0,
O-01,119,2026-06-28,2.5,13,205.3,208.2,76,42.3,0,0,
O-02,119,2026-06-28,4.0,17,204.6,205.4,42,46.7,0,0,
O-03,119,2026-06-28,6.5,15,210.3,214.8,78,46.6,0,0,
O-04,119,2026-06-28,8.0,11,211.2,216.3,70,44.2,0,0,
O-05,119,2026-06-28,3.0,31,201.6,204.6,64,50.2,0,0,
O-06,119,2026-06-28,9.5,0,216.8,218.9,77,42.6,0,0,
O-07,119,2026-06-28,5.5,6,208.0,209.7,55,42.3,0,0,
O-08,119,2026-06-28,11.0,11,215.7,221.5,60,47.4,0,0,
O-01,120,2026-06-29,2.5,14,208.2,214.3,77,40.8,0,0,
O-02,120,2026-06-29,4.0,18,206.5,208.4,56,47.4,0,0,
O-03,120,2026-06-29,6.5,16,213.8,215.6,82,37.8,0,0,
O-04,120,2026-06-29,8.0,12,211.2,212.8,14,42.8,0,0,
O-05,120,2026-06-29,3.0,32,202.4,209.1,39,39.1,0,0,
O-06,120,2026-06-29,9.5,1,211.8,215.4,43,40.5,0,0,
O-07,120,2026-06-29,5.5,7,202.3,205.7,53,52.5,0,0,
O-08,120,2026-06-29,11.0,12,217.0,222.8,100,46.6,1,146,F-HEAT
